label,text
😨,They seemed taken aback.
😨,They seemed timid.
😨,They seemed to fear missing out.
😨,They seemed uncertain.
😨,They seemed unready.
😨,They seemed unsafe.
😨,This time I felt a bit befuddled.
😨,This time I felt afraid of missing out.
😨,This time I felt apprehensive.
😨,This time I felt baffled.
😨,This time I felt dismayed.
😨,This time I felt distress.
😨,This time I felt fearful.
😨,This time I felt foggy.
😨,This time I felt moody.
😨,This time I felt mystification.
😨,This time I felt on edge.
😨,This time I felt pessimistic.
😨,This time I felt queasiness.
😨,This time I felt restlessness.
😨,This time I felt some surprise.
😨,This time I felt taken aback.
😨,This time I felt the strain.
😨,This time I felt timid.
😨,This time I felt uncertain.
😨,This time I felt unready.
😨,This time I felt unsafe.
😨,timid
😨,uncertainty
😨,unready
😨,unsafe
😨,Watch out for danger.
😨,Watch out for snakes.
😨,We better watch out.
😨,Why don't they look.
😨,worried
😨,You doubt me.
😨,You feel anxious.
😨,You keep watch.
😨,You seem apprehensive.
😨,You seem in a daze.
😨,You seem like you're in a fog.
😨,You seem mysterious.
😨,You seem mystified.
😨,You seem not certain.
😨,You seem puzzled.
😨,You seem restless.
😨,You seem sick to your stomach.
😨,You seem to feel fearful.
😨,You seem unready.
😨,Chaos in disaster is the worst.
😨,chills down spine
😨,cold sweats
😨,creeped out
😨,Detox is ultimately a pointless endeavor.
😨,disoriented
😨,Do not do something like that.
😨,Don't do it whatever you do.
😨,Don't do such a pointless thing.
😨,Dreading a disaster is the worst anxiety.
😨,Duck down.
😨,Duck.
😨,dumbfounded
😨,Escape.
😨,Few have captured the chaos of an urban conflagration with such feeling.
😨,freeze
😨,frightened
😨,Get away.
😨,Get down.
😨,goosebumps
😨,He had cold sweats.
😨,He had goosebumps.
😨,He is scared I will kill her.
😨,He looked as if he had an urge to escape.
😨,He looked as if he was in shock.
😨,He looked as if he was trembling.
😨,He looked horrified.
😨,He looked in as if in a stupor.
😨,He looked like he had the goosebumps.
😨,He looked like he had to freeze.
😨,He looked like he was feeling cold sweats.
😨,He looked like he was making more turmoil.
😨,He looked panicky.
😨,He looked perplexed.
😨,He looked petrified.
😨,He looked powerless.
😨,He looked skeptical.
😨,He looked startled.
😨,He looked wide-eyed.
😨,He made a narrow escape.
😨,He narrowly escaped.
😨,He needed to escape.
😨,He shuddered.
😨,He sounds as if he is in terror.
😨,He sounds as if he's in a stupor.
😨,He sounds creeped out.
😨,He sounds disoriented.
😨,He sounds dumbfounded.
😨,He sounds freeze.
😨,He sounds frightened.
😨,He sounds horrified.
😨,He sounds in shock.
😨,He sounds like he has chills down his spine.
😨,He sounds like he made a narrow escape.
😨,He sounds like he's in turmoil.
😨,He sounds like he's trembling.
😨,He sounds nervous.
😨,He sounds overwhelmed.
😨,He sounds perplexed.
😨,He sounds petrified.
😨,He sounds scared.
😨,He sounds skeptical.
😨,He sounds startled.
😨,He sounds stuck.
😨,He sounds stunned.
😨,He sounds trapped.
😨,He sounds wide-eyed in terror.
😨,He trembles in fear for his life.
😨,He was chilled down his entire spine.
😨,He was completely startled.
😨,He was creeped out.
😨,He was dumbfounded.
😨,He was feeling really trapped.
😨,He was frightened.
😨,He was frozen.
😨,He was horrified.
😨,He was in a sticking point.
😨,He was in turmoil.
😨,He was nervous.
😨,He was overwhelmed.
😨,He was panicking.
😨,He was perplexing to me.
😨,He was petrified.
😨,He was powerless.
😨,He was really disoriented.
😨,He was shocked.
😨,He was shuddering.
😨,He was skeptical.
😨,He was stunned.
😨,He was terrified.
😨,He was trembling.
😨,He was wide-eyed.
😨,Her plan leaves no stone unturned.
😨,horror
😨,How perplexing.
😨,I am a-feared for my life.
😨,I am creeped out.
😨,I am disoriented.
😨,I am dumbfounded.
😨,I am frightened.
😨,I am horrified for my life.
😨,I am horrified.
😨,I am in a stupor.
😨,I am in shock.
😨,I am in terror.
😨,I am in the midst of a narrow escape.
😨,I am in turmoil.
😨,I am nervous.
😨,I am overwhelmed.
😨,I am panicking.
😨,I am petrified.
😨,I am powerless.
😨,I am scared.
😨,I am shuddering.
😨,I am skeptical.
😨,I am startled.
😨,I am stuck.
😨,I am stunned.
😨,I am totes perplexed.
😨,I am trapped.
😨,I am trembling.
😨,I am urging you to escape.
😨,I am wide-eyed in terror.
😨,I can feel like this is a narrow escape.
😨,I can't believe you wasted all this time.
😨,I could do nothing.
😨,I fear a city in flames.
😨,I feel an urge to escape.
😨,I feel chills down my back.
😨,I feel chills up and down my spine.
😨,I feel creeped out.
😨,I feel dang nervous.
😨,I feel disoriented.
😨,I feel dumbfounded.
😨,I feel frightened.
😨,I feel frozen.
😨,I feel goosebumps.
😨,I feel horror.
😨,I feel like I have no power.
😨,I feel like I'm going to panic.
😨,I feel like I'm in a stupor.
😨,I feel like I've made a narrow escape.
😨,I feel my body shuddering.
😨,I feel overwhelmed.
😨,I feel panic.
😨,I feel perplexed.
😨,I feel petrified.
😨,I feel powerless.
😨,I feel real terror.
😨,I feel scared.
😨,I feel shock.
😨,I feel shuddering.
😨,I feel skeptical.
😨,I feel so creepy.
😨,I feel so disoriented.
😨,I feel so dumbfounded.
😨,I feel so overwhelmed.
😨,I feel so petrified.
😨,I feel so scared.
😨,I feel so shocked.
😨,I feel so stuck.
😨,I feel so trapped.
😨,I feel sorta nervous.
😨,I feel sorta stunned.
😨,I feel startled.
😨,I feel stuck.
😨,I feel stunned.
😨,I feel stuporific.
😨,I feel that is very frightening.
😨,I feel the cold sweats.
😨,I feel the goosebumps.
😨,I feel the terror.
😨,I feel the urgent need to escape.
😨,I feel trapped.
😨,I feel trembles.
😨,I feel trembling.
😨,I feel turmoil.
😨,I feel wide-eyed in horror.
😨,I felt quite a fright.
😨,I froze.
😨,I get feeling almost petrified.
😨,I get feeling like how you've been startled.
😨,I get feeling like I'm in turmoil.
😨,I get feeling like I'm powerless.
😨,I get feeling like I'm shocked.
😨,I get feeling like I'm wide-eyed.
😨,I get feeling like scared.
😨,I get feeling like you have to freeze.
😨,I get feeling like you're trapped.
😨,I get feeling skeptical.
😨,I get feeling very frightened.
😨,I get how it is to feel perplexed.
😨,I get like I'm in a stupor.
😨,I get nervous sometimes.
😨,I get the feeling like I have goosebumps.
😨,I got goosebumps.
😨,I had chills down my spine.
😨,I have cold sweats.
😨,I shudder he will die.
😨,I start trembling sometimes.
😨,I started to feel the cold sweats.
😨,I understand feeling horror.
😨,I urge you to escape now.
😨,I'm afraid she will kill him.
😨,I'm afraid there is no point.
😨,I'm terrified this is going to kill me.
😨,Just don't do it.
😨,Last time you seemed creeped out.
😨,Last time you seemed disoriented.
😨,Last time you seemed dumbfounded.
😨,Last time you seemed frozen.
😨,Last time you seemed horrified.
😨,Last time you seemed in a stupor.
😨,Last time you seemed nervous.
😨,Last time you seemed overwhelmed.
😨,Last time you seemed perplexed.
😨,Last time you seemed petrified.
😨,Last time you seemed powerless.
😨,Last time you seemed scared.
😨,Last time you seemed shocked.
😨,Last time you seemed skeptical.
😨,Last time you seemed startled.
😨,Last time you seemed stuck.
😨,Last time you seemed stunned.
😨,Last time you seemed terrified.
😨,Last time you seemed to feel chills down your spine.
😨,Last time you seemed to feel cold sweats.
😨,Last time you seemed to feel goosebumps.
😨,Last time you seemed to feel the turmoil.
😨,Last time you seemed to make a narrow escape.
😨,Last time you seemed to panic.
😨,Last time you seemed to shudder.
😨,Last time you seemed trapped.
😨,Last time you seemed urgent to escape.
😨,My eyes went wide in terror.
😨,narrow escape
😨,nervous
😨,No one has captured the chaos.
😨,nothing to do
😨,overwhelmed
😨,panic
😨,perplexed
😨,petrified
😨,powerless
😨,Run away.
😨,scared
😨,She could have been perplexed.
😨,She could leave no stone unturned.
😨,She felt frightened.
😨,She felt horrified.
😨,She felt it was a sticking point.
😨,She felt total chills down her back.
😨,She had no power.
😨,She is a little frightened.
😨,She is in a stupor.
😨,She is kinda stunned.
😨,She is pretty nervous.
😨,She is really disoriented.
😨,She is really dumbfounded.
😨,She is really feeling creeped out.
😨,She is really feeling terror.
😨,She is really feeling wide-eyed horror.
😨,She is really horrified.
😨,She is really overwhelmed.
😨,She is really petrified.
😨,She is really scared.
😨,She is really shocked.
😨,She is really shuddering.
😨,She is really stuck.
😨,She looks as if she has cold sweats.
😨,She looks creepy.
😨,She looks frightened.
😨,She looks like disoriented.
😨,She looks like dumbfounded.
😨,She looks like horrifically wide-eyed.
😨,She looks like she feels chills down her spine.
😨,She looks like she feels overwhelmed.
😨,She looks like she is perplexed.
😨,She looks like she is terrified.
😨,She looks like she made a narrow escape.
😨,She looks like she panicked.
😨,She looks like she shuddered.
😨,She looks like she's about to freeze.
😨,She looks like she's horrified.
😨,She looks like she's in a stupor.
😨,She looks like she's in turmoil.
😨,She looks like she's nervous.
😨,She looks like she's petrified.
😨,She looks like she's skeptical.
😨,She looks like she's trapped.
😨,She looks like she's trembling.
😨,She looks like startled.
😨,She looks scared.
😨,She looks shocked.
😨,She looks stuck.
😨,She looks stunned.
😨,She really feels trapped.
😨,She really has chills down her back.
😨,She really trembled.
😨,She totally creeped out.
😨,She totally felt as if this was a narrow escape.
😨,She totally felt terrified.
😨,She totally had a cold sweat.
😨,She totally had goosebumps.
😨,She totally looked startled.
😨,She totally nervous.
😨,She totally panicked.
😨,She totally petrified.
😨,She totally shuddered.
😨,She totally stunned.
😨,She totally trembled.
😨,She totally urging us to escape.
😨,She totally was overwhelmed.
😨,She totally wide-eyed in shock.
😨,She was disoriented.
😨,She was feeling turmoil.
😨,She was kinda startled.
😨,She was lightly in shock.
😨,She was scared.
😨,She was skeptical at first.
😨,She was totally trapped.
😨,She was totes dumbfounded.
😨,She was very scared.
😨,She's totally frozen.
😨,shock
😨,shuddering
😨,skepticism
😨,Someone feels as if they're in a stupor.
😨,Someone feels chills down their spine.
😨,Someone feels creeped out.
😨,Someone feels disoriented.
😨,Someone feels dumbfounded.
😨,Someone feels frightened.
😨,Someone feels like trembling in terror.
😨,Someone feels nervous.
😨,Someone feels overwhelmed.
😨,Someone feels panicked.
😨,Someone feels scared.
😨,Someone feels some cold sweats.
😨,Someone feels some goosebumps.
😨,Someone feels stuck.
😨,Someone feels stunned.
😨,Someone feels terrified.
😨,Someone feels themselves shuddering.
😨,Someone feels they have no power.
😨,Someone feels trapped.
😨,startled
😨,stuck
😨,stunned
😨,stupor
😨,Take cover.
😨,terror
😨,That sounds pointless.
😨,That was very frightening.
😨,That will kill me.
😨,The chaos of an urban disaster is anxiety provoking.
😨,Their eyes were wide with horror.
😨,There is no point in doing this.
😨,There is nothing I could do.
😨,There is nothing left to do.
😨,There is simply nothing we could do.
😨,They all felt an urge to escape.
😨,They all felt as if it was a narrow escape.
😨,They all felt as if they had no power.
😨,They all felt chills down their spine.
😨,They all felt cold sweats.
😨,They all felt dumbfounded.
😨,They all felt frozen.
😨,They all felt goosebumps.
😨,They all felt horror.
😨,They all felt in a stupor.
😨,They all felt like panicking.
😨,They all felt perplexed.
😨,They all felt random trembles.
😨,They all felt skepticism.
😨,They all felt startled.
😨,They all felt the turmoil.
😨,They all felt wide-eyed and trembling.
😨,They all froze right there.
😨,They seemed a little startled.
😨,They seemed as if they were powerless.
😨,They seemed creeped out.
😨,They seemed disoriented after that.
😨,They seemed dumbfounded.
😨,They seemed eager to escape.
😨,They seemed horrified.
😨,They seemed in turmoil.
😨,They seemed nervous.
😨,They seemed overwhelmed.
😨,They seemed panicked.
😨,They seemed petrified.
😨,They seemed scared.
😨,They seemed shocked.
😨,They seemed skeptical.
😨,They seemed stuck in the point.
😨,They seemed stunned.
😨,They seemed terrified.
😨,They seemed to be in a cold sweat.
😨,They seemed to be shuddering.
😨,They seemed to feel chills down their spines.
😨,They seemed to feel goosebumps.
😨,They seemed to narrowly escape.
😨,They seemed trapped.
😨,They're going to kill me.
😨,This is a waste of time.
😨,This is just a waste.
😨,This time I felt a deep freeze.
😨,This time I felt an urge to escape.
😨,This time I felt cold sweats.
😨,This time I felt disoriented.
😨,This time I felt frightened.
😨,This time I felt I made a narrow escape.
😨,This time I felt in a stupor.
😨,This time I felt nervous.
😨,This time I felt overwhelmed.
😨,This time I felt panicked.
😨,This time I felt perplexed.
😨,This time I felt petrified.
😨,This time I felt powerless.
😨,This time I felt really creepy.
😨,This time I felt scared.
😨,This time I felt shocked.
😨,This time I felt shuddering.
😨,This time I felt some goosebumps.
😨,This time I felt some skepticism.
😨,This time I felt startled.
😨,This time I felt stuck.
😨,This time I felt stunned.
😨,This time I felt terror.
😨,This time I felt the turmoil.
😨,This time I felt trapped.
😨,This time I felt true horror.
😨,trapped
😨,trembling
😨,You yellow-bellied red-faced white-livered fool!
😨,Thou with red face and white liver cower!
😨,White liver'd is he and red fac'd too!
😨,Yellow-bellied coward.
😨,turmoil
😨,urge to escape
😨,Urgent you need to escape.
😨,We have no recourse.
😨,We just can lie down and do nothing.
😨,What ever you think don't do it.
😨,Whatever you do don't do that.
😨,Whatever you're thinking just don't do it.
😨,wide-eyed
😨,You fear there is no point to this.
😨,You seem chills to feel down your spine.
😨,You seem creeped out.
😨,You seem disoriented.
😨,You seem dumbfounded.
😨,You seem frozen.
😨,You seem kinda perplexed.
😨,You seem like you have an urge to escape.
😨,You seem overwhelmed.
😨,You seem panicked.
😨,You seem powerless.
😨,You seem skeptical.
😨,You seem stuck.
😨,You seem stunned.
😨,You seem terrified.
😨,You seem to be creating turmoil.
😨,You seem to be eyes wide with terror.
😨,You seem to be in a stupor.
😨,You seem to be making a narrow escape.
😨,You seem to be shuddering.
😨,You seem to be trembling.
😨,You seem to feel afraid in cold sweats.
😨,You seem to have goosebumps.
😭,😭
😭,😭😭
😭,😭 😭
😭,😭😭😭
😭,😭 😭 😭 😭
😭,Absurdities made to seem cinematic.
😭,All she does is contemplate.
😭,Being called a reject hurts.
😭,bittersweet
😭,Boo hoo! Waaahh!!
😭,Boo hoo!! 
😭,Boo hoo.
😭,Boo-hoo-hoo.
😭,compassion
😭,Contemplating all day isn't helpful.
😭,contemplative
😭,Could be meh.
😭,dejected
😭,disappointed
😭,discouraged
😭,disenchantment
😭,dispirited
😭,Don't be discouraged.
😭,down
😭,Dude that sucks.
😭,Feeling rejected hurts.
😭,frown
😭,Ha ha no.
😭,He contemplates and contemplates but does nothing.
😭,He feels contemplative.
😭,He feels dejected.
😭,He feels discouraged.
😭,He feels dispirited.
😭,He felt a dry thirst.
😭,He felt bittersweet.
😭,He felt it was rumination.
😭,He felt weak.
😭,He frowned.
😭,He has no spirit left.
😭,He hasn't heard anything.
😭,He is contemplative.
😭,He is disappointed.
😭,He is discouraged.
😭,He is down.
😭,He is hurt.
😭,He is melancholy.
😭,He is not happy.
😭,He is so hurt.
😭,He looked almost bittersweet.
😭,He looked like it smarts.
😭,He looked really weak.
😭,He looked subdued.
😭,He looked thirsty.
😭,He looks so meh.
😭,He misses her.
😭,He said it felt smart.
😭,He sounds as if he's in rumination.
😭,He sounds as if it smarts a bit.
😭,He sounds compassionate.
😭,He sounds disenchanted.
😭,He sounds like he's frowning.
😭,He sounds nostalgic.
😭,He sounds pretty weak.
😭,He sounds sympathetic.
😭,He sounds thirsty.
😭,He spoke compassionately.
😭,He was feeling disenchantment.
😭,He was subdued.
😭,He was sympathetic.
😭,Her spirit has left her.
😭,How come you never call.
😭,How meh.
😭,hurt
😭,I am a bit down.
😭,I am contemplative.
😭,I am dejected.
😭,I am disappointed.
😭,I am discouraged.
😭,I am disenchanted.
😭,I am dispirited.
😭,I am feeling like I am weak.
😭,I am frowning.
😭,I am hurt.
😭,I am melancholy.
😭,I am not happy.
😭,I am ruminating.
😭,I am subdued.
😭,I am sympathetic.
😭,I am unhappy.
😭,I am weak.
😭,I can't laugh.
😭,I didn't expect he would deject her.
😭,I do nothing but contemplate.
😭,I don't feel fun anymore.
😭,I feel a dry thirst.
😭,I feel bittersweet.
😭,I feel compassion.
😭,I feel disenchantment.
😭,I feel dispirited.
😭,I feel down.
😭,I feel hurt.
😭,I feel kinda dejected.
😭,I feel like I must be frowning.
😭,I feel like I'm frowning.
😭,I feel like it smarts.
😭,I feel meh.
😭,I feel no humor.
😭,I feel no spirit left in me.
😭,I feel nostalgia.
😭,I feel rumination.
😭,I feel so disenchanted.
😭,I feel so nostalgic.
😭,I feel so weak.
😭,I feel some compassion.
😭,I feel some ruminating sometimes.
😭,I feel some sympathy.
😭,I feel subdued.
😭,I feel sympathy.
😭,I feel thirsty.
😭,I feel weak.
😭,I feeling like I'm going to frown.
😭,I get a feeling like it was bittersweet.
😭,I get feeling disenchanted.
😭,I get feeling like it sure smarts when that happens.
😭,I get feeling like it's just compassion.
😭,I get feeling like thirsty.
😭,I get subdued.
😭,I have a thirst.
😭,I have compassion.
😭,I have nostalgia.
😭,I haven't heard from you.
😭,I heard it was supposed to be better.
😭,I miss the good old days.
😭,I miss you.
😭,I start ruminating.
😭,I tried but it just didn't work.
😭,I tried to care.
😭,I went boo hoo.
😭,I'm contemplating.
😭,I'm dejected.
😭,I'm discouraged.
😭,I'm feeling melancholy.
😭,I'm hurting so much.
😭,I'm just down.
😭,I'm not happy.
😭,I'm not really good for you.
😭,I'm unhappy.
😭,It is a downer.
😭,It is disappointing.
😭,It is discouraged.
😭,It is not good.
😭,It is really hurtful.
😭,It makes me unhappy.
😭,It never came together.
😭,It never happened.
😭,It smarts when I do that.
😭,It sure hurts to be rejected.
😭,It was a little absurd.
😭,It was bittersweet.
😭,It was made out to be better than it was.
😭,It was not as good as I hoped.
😭,It was not as good as it was supposed to be.
😭,It was sad but cinematic in scope.
😭,It's a bummer to contemplate.
😭,It's just not that good.
😭,It's no good.
😭,It's not half good.
😭,Joyless and absurd.
😭,Just meh.
😭,Last time you seemed disenchanted.
😭,Last time you seemed sorta bittersweet.
😭,Last time you seemed subdued.
😭,Last time you seemed sympathetic.
😭,Last time you seemed thirsty.
😭,Last time you seemed to be compassionate.
😭,Last time you seemed to be ruminating.
😭,Last time you seemed to feel weak.
😭,Like meh.
😭,Man that really sucks.
😭,meh
😭,melancholy
😭,missing
😭,No activity seems fun.
😭,No ha ha.
😭,No jokes seem funny.
😭,No one is around from the good old days.
😭,nostalgia
😭,Not partially satisfying.
😭,Nothing seems fun.
😭,Oh meh. This sucks.
😭,Oh the baby went waaah waaah waaah.
😭,Only partially satisfying
😭,Only two-fifths of a satisfying movie experience.
😭,Poop.
😭,Oh poop.
😭,Poopie.
😭,Aww poop.
😭,I feel like poop.
😭,Rejection really hurts.
😭,rumination
😭,She dejected him quickly.
😭,She feels a dry thirst.
😭,She feels contemplative.
😭,She feels dejected.
😭,She feels discouraged.
😭,She feels dispirited.
😭,She feels melancholy.
😭,She feels unhappy.
😭,She fells it was almost bittersweet.
😭,She felt disenchantment.
😭,She felt hurt when rejected.
😭,She frowned a lot.
😭,She has a frown.
😭,She is disappointed.
😭,She is dispirited.
😭,She is hurt.
😭,She is kinda dry and thirsty.
😭,She is melancholy.
😭,She is quite weak.
😭,She is really compassionate.
😭,She is really disenchanted.
😭,She is really expressing nostalgia.
😭,She is really frowning.
😭,She is really sympathetic.
😭,She is ruminating
😭,She is so down.
😭,She is unhappy.
😭,She just sympathetic.
😭,She listened in compassion.
😭,She looks a little weak.
😭,She looks dejected.
😭,She looks disenchanted.
😭,She looks like it kinda smarted a little.
😭,She looks like she felt sympathetic.
😭,She looks like she has compassion.
😭,She looks like she's ruminating.
😭,She looks nostalgic.
😭,She looks subdued.
😭,She looks thirstily.
😭,She really made an effort but it never turned into a thing.
😭,She really smarted from that.
😭,She said it felt bittersweet.
😭,She smarts a bit from that.
😭,She sounds meh.
😭,She sounds melancholy.
😭,She totally felt some rumination.
😭,She totally felt subdued.
😭,She was feeling weak.
😭,She went boo hoo hoo hooo.
😭,She's not really good for him.
😭,smarts
😭,Someone could feel that was bittersweet.
😭,Someone feels a little compassion.
😭,Someone feels disenchanted.
😭,Someone feels nostalgic.
😭,Someone feels some rumination.
😭,Someone feels subdued.
😭,Someone feels sympathy.
😭,Someone feels they have to frown.
😭,subdued
😭,Sucks man just meh.
😭,sympathy
😭,That is so meh.
😭,That kinda smarts.
😭,That really hurts.
😭,That seems really discouraging.
😭,That sucks dude.
😭,That's gotta hurt.
😭,The good old days way back when.
😭,There is no joy in Mudville.
😭,There is no joy.
😭,There was no joy in its absurdity.
😭,They all felt it was bittersweet.
😭,They all felt like they could frown.
😭,They all felt subdued.
😭,They all felt sympathy.
😭,They are disappointed.
😭,They are down.
😭,They are hurt.
😭,They feel contemplative.
😭,They feel dejected.
😭,They feel disappointed.
😭,They feel discouraged.
😭,They feel dispirited.
😭,They feel melancholy.
😭,They feel unhappy.
😭,They have no spirit at all.
😭,They made an effort.
😭,They said it would be better but it wasn't.
😭,They say they feel meh.
😭,They seemed bittersweet.
😭,They seemed compassionate.
😭,They seemed subdued.
😭,They seemed sympathetic.
😭,They seemed to be ruminating at time.
😭,They seemed to feel disenchantment.
😭,They seemed to have a dry thirst.
😭,They seemed weak.
😭,They tried.
😭,They were really hurt.
😭,thirst
😭,This just sucks.
😭,This made me feel smarts.
😭,This time I felt disenchanted.
😭,This time I felt I was ruminating.
😭,This time I felt kinda bittersweet.
😭,This time I felt myself frown.
😭,This time I felt some compassion.
😭,This time I felt some nostalgia.
😭,This time I felt subdued.
😭,This time I felt thirsty.
😭,This time I felt weak.
😭,Those were the good old days.
😭,Trombone womp womp womp.
😭,unhappy
😭,Waaahh!
😭,Waah and boo hoo. 
😭,We tried but couldn't make it work.
😭,We tried but it didn't work.
😭,weak
😭,What happened.
😭,When it smarts they seemed to say ouch.
😭,Where did you go.
😭,Why aren't you responding.
😭,Womp womp.
😭,Womp.
😭,You feel disappointed.
😭,You felt an owie and it smarted.
😭,You look meh.
😭,You seem nostalgic.
😭,You seem subdued.
😭,You seem sympathetic.
😭,You seem to feel it was bittersweet.
😭,You seem to frown.
😭,You won't hear from me again.
😭,A relative letdown.
😭,anguished
😭,Anguishing is sad.
😭,balling
😭,blue
😭,choking up
😭,crushed
😭,crying
😭,defeat
😭,demoralization
😭,disheartened
😭,disillusioned
😭,dissatisfied
😭,downhearted
😭,drained
😭,Drained and lacking in passion.
😭,Dramas fused with love triangles are not pleasant.
😭,dreary
😭,Feeling demoralized.
😭,grief
😭,Grief is something I feel.
😭,He feels regret.
😭,He feels sad.
😭,He had learned a helplessness.
😭,He has submitted to his fate.
😭,He is anguished.
😭,He is drained.
😭,He looked as if he was crying.
😭,He looked blue.
😭,He looked defeated.
😭,He looked like balling.
😭,He looked like he was choking up.
😭,He looked sluggish.
😭,He looked submissive.
😭,He looked tired.
😭,He looked worn out.
😭,He mourns.
😭,He really regrets all that.
😭,He shares his condolences for her grief.
😭,He sorrows.
😭,He sounds as if he's choking up.
😭,He sounds as if he's weeping.
😭,He sounds blue.
😭,He sounds crushed.
😭,He sounds defeated.
😭,He sounds demoralized.
😭,He sounds disheartened.
😭,He sounds disillusioned.
😭,He sounds downhearted.
😭,He sounds dreary.
😭,He sounds in pain.
😭,He sounds kinda low.
😭,He sounds let down.
😭,He sounds like he feels sort of a helplessness.
😭,He sounds like he's balling.
😭,He sounds like he's crying.
😭,He sounds lonely.
😭,He sounds lost.
😭,He sounds not satisfied.
😭,He sounds sleepy.
😭,He sounds sluggish.
😭,He sounds so submissive.
😭,He sounds so yearning.
😭,He sounds tired.
😭,He sounds weary.
😭,He sounds worn out.
😭,He was balling and balling.
😭,He was blue.
😭,He was choking up.
😭,He was crushed.
😭,He was crying.
😭,He was defeated.
😭,He was demoralized.
😭,He was disheartened.
😭,He was disillusioned.
😭,He was dissatisfied.
😭,He was done let down.
😭,He was downhearted.
😭,He was dreary.
😭,He was feeling helplessness.
😭,He was feeling kinda low.
😭,He was lonely.
😭,He was lost.
😭,He was sleepy.
😭,He was sluggish.
😭,He was submissive.
😭,He was tired.
😭,He was weary.
😭,He was weeping.
😭,He was worn out.
😭,He was yearning.
😭,helplessness
😭,His anguish is astonishing.
😭,Histories lacking passion are a well worn conceit.
😭,I am anguished.
😭,I am balling.
😭,I am blue.
😭,I am choking up.
😭,I am crushed.
😭,I am crying.
😭,I am defeated.
😭,I am demoralized.
😭,I am disheartened.
😭,I am disillusioned.
😭,I am dissatisfied.
😭,I am downhearted.
😭,I am drained.
😭,I am dreary.
😭,I am full of sorrow.
😭,I am helpless.
😭,I am in anguish.
😭,I am in pain.
😭,I am lonely.
😭,I am lost.
😭,I am low.
😭,I am mournful for your loss.
😭,I am sad.
😭,I am sleepy.
😭,I am sluggish.
😭,I am submissive.
😭,I am tired.
😭,I am weary.
😭,I am weeping.
😭,I am worn out.
😭,I am yearning.
😭,I balled my eyes out.
😭,I cry when I feel it.
😭,I feel a bit of sluggishness.
😭,I feel a bit sleepy.
😭,I feel a yearning.
😭,I feel anguish.
😭,I feel as if I could choke up.
😭,I feel blue.
😭,I feel crushed.
😭,I feel disheartened.
😭,I feel disillusioned.
😭,I feel dissatisfied.
😭,I feel downhearted.
😭,I feel dreary.
😭,I feel grief.
😭,I feel helpless.
😭,I feel let down.
😭,I feel like balling.
😭,I feel like crying.
😭,I feel like I am choking up.
😭,I feel like I could weep.
😭,I feel like I'm about to weep.
😭,I feel like I'm low.
😭,I feel like it's a demoralization.
😭,I feel like weeping.
😭,I feel loneliness.
😭,I feel lost.
😭,I feel low.
😭,I feel mourning.
😭,I feel pain.
😭,I feel really disillusioned.
😭,I feel sad.
😭,I feel sadder and sadder.
😭,I feel so crushed.
😭,I feel so defeated.
😭,I feel so demoralized.
😭,I feel so disheartened.
😭,I feel so dissatisfied.
😭,I feel so downhearted.
😭,I feel so dreary.
😭,I feel so let down.
😭,I feel so lost.
😭,I feel so much regret.
😭,I feel so sluggish.
😭,I feel so tired.
😭,I feel so worn out.
😭,I feel some loneliness.
😭,I feel some sleepiness.
😭,I feel submissive.
😭,I feel such a weariness.
😭,I feel such a yearning.
😭,I feel that pain.
😭,I feel the defeat.
😭,I feel tired.
😭,I feel weariness.
😭,I feel worn out.
😭,I felt grief.
😭,I get a feeling like I'm choking up.
😭,I get a weariness every day about this time.
😭,I get feeling helpless.
😭,I get feeling like blue.
😭,I get feeling like every thing is dreary.
😭,I get feeling like I have been let down.
😭,I get feeling like I have to ball my eyes out.
😭,I get feeling like I'm just crushed.
😭,I get feeling like it's just a defeat.
😭,I get feeling like lost.
😭,I get feeling like submissive.
😭,I get feeling like worn out.
😭,I get feeling like you're yearning.
😭,I get it I'm dissatisfied.
😭,I get tired.
😭,I grieve for your loss.
😭,I have a feeling of pain.
😭,I have been let down.
😭,I mourn your loss.
😭,I sound sorrowful.
😭,I'm anguished.
😭,I'm drained.
😭,I'm mournful.
😭,I'm sad.
😭,It is a letdown.
😭,It is anguishing to hear that.
😭,It is draining.
😭,It is regretful.
😭,It makes for a pretty unpleasant viewing experience.
😭,It sounds sorrowful.
😭,It was not a pleasant experience.
😭,It was painful.
😭,Last time you seemed blue.
😭,Last time you seemed demoralized.
😭,Last time you seemed disheartened.
😭,Last time you seemed dissatisfied.
😭,Last time you seemed downhearted.
😭,Last time you seemed dreary.
😭,Last time you seemed lost.
😭,Last time you seemed low.
😭,Last time you seemed sleepy.
😭,Last time you seemed submissive.
😭,Last time you seemed tired.
😭,Last time you seemed to be balling your eyes out.
😭,Last time you seemed to be crushed.
😭,Last time you seemed to be crying.
😭,Last time you seemed to be in pain.
😭,Last time you seemed to feel disillusioned.
😭,Last time you seemed to feel helpless.
😭,Last time you seemed to feel let down.
😭,Last time you seemed to feel loneliness.
😭,Last time you seemed to yearn.
😭,Last time you seemed weary.
😭,Last time you seemed weeping.
😭,Last time you seemed worn out.
😭,let down
😭,loneliness
😭,lost
😭,Love triangles leave everyone drained.
😭,low
😭,mournful
😭,My condolences for your grief.
😭,My sincere condolences for your loss.
😭,pain
😭,regret
😭,sad
😭,She admitted she felt a little sluggishness.
